#node1	node2
Q7Z434	Q86UT6
P38936	Q9Y243
Q15428	Q9Y6A4
O14544	P26951
P43686	P61289
O75400	P02751
Q13526	Q9H9S0
P56703	Q96HF1
P49682	Q99731
P35568	Q13315
O14933	Q96EP1
P63092	P63211
P25092	Q86UT5
Q04206	Q96ST3
P51817	P63211
O60894	O95467
O14645	Q9NX70
Q16763	Q9Y5L0
P21333	P49810
Q13232	Q9Y5J5
P51116	Q06787
Q96KG7	Q9NZM3
Q13099	Q6ZVL6
P32121	Q13606
O75159	P15509
P41594	Q9NSB8
P12980	Q9NYP7
P18124	P27824
P60510	Q00005
Q6VMQ6	Q9NPJ6
Q96B18	Q9ULK5
P05015	Q9HC73
O75444	P02511
P04899	P21554
P12004	P49459
P30480	Q13642
Q6ZVK8	Q9H446
P25786	Q13177
P55157	Q14315
Q01959	Q13557
P04141	Q8N6P7
P07384	Q07817
Q13257	Q14164
P07910	P16104
P55157	Q9H0X9
P24522	Q13952
O43752	Q13315
O75367	Q96RL1
P18615	P19387
O15198	Q13310
Q13315	Q92851
P35221	P62258
P52435	Q9NX70
O15264	P01116
Q13315	Q9BUR4
Q02241	Q9NR09
P30679	P32238
O60383	Q9NY59
P49840	Q13224
O14920	Q00839
O15350	P46937
P00519	P29074
Q9BXP5	Q9Y2X7
O00591	O95166
P62241	P62841
P69905	Q05086
Q8WV44	Q9H8T0
P10809	Q16659
O14920	P25963
O43318	Q9UGI9
P48643	P68133
P15976	P28482
P20042	Q9NR50
P26010	Q9HBI1
Q96Q07	Q9P0U4
P68032	Q8NHR9
P42684	Q14247
P31943	P61981
Q8NCM8	Q9H4B7
O43524	Q08050
768220	Q16288
P11362	P46934
P30559	P50148
P06899	P51965
P30559	Q9BXT2
P06241	P19174
P08865	P62851
P12931	P27540
P01106	P35520
P63000	Q9H4E7
P35222	Q9H461
P29350	P43626
Q8IZL8	Q9BV38
P10721	Q9NQ66
O14905	O95813
P82932	Q9P2H0
O43236	Q9H8Y8
O75643	P62993
P32121	Q96R28
A8TX70	O75578
Q12834	Q9UI95
P22612	Q99819
O75140	P01106
O95400	Q86V81
P61371	Q9UBR4
Q16531	Q92466
O60934	Q13472
P18077	P62917
Q99459	Q9H0S4
P31152	P50549
P08575	P10912
Q13315	Q86V81
Q5RL73	Q9BPY3
P19957	Q9UNI1
Q14164	Q9Y277
P51610	Q8IY92
P41236	Q12972
P26640	Q9Y6K9
P10415	Q9HCN2
P17081	Q9P286
P38405	Q8NGM9
P52333	P61073
O14544	P51692
P58876	Q99878
P13569	P31151
P0CG47	Q00653
P16104	Q12931
P31946	Q15287
P19634	P63104
P16403	Q9Y6K5
Q13573	Q96EK9
P42575	Q9Y239
P35080	Q562R1
Q03111	Q9HC52
P53779	Q12968
P56704	Q9ULW2
O75934	Q13573
P50402	P60709
Q9Y3U8	Q9Y4K3
P23508	P43246
O95785	Q16637
O14980	Q5TAQ9
P61978	Q5VTD9
Q13976	Q9UN42
O60925	Q9BT40
P43119	Q5JWF2
Q13315	Q8TAQ5
P01242	Q9HC73
O75937	P22626
P19419	Q16539
O75529	Q12962
O43175	P62993
P38936	Q9UNN5
Q05513	Q6P1M3
O14625	P49682
O43741	Q15831
P46060	Q13573
O14986	P15153
O60739	Q96FW1
Q00610	Q9UJY5
P0CG48	Q13501
P05112	P40238
P17301	P22694
Q15645	Q8IVS8
Q9H0Q3	Q9NVX0
P06241	P98161
P12931	Q8IZP0
P07199	Q13526
P08887	Q8IZI9
P30085	Q15714
P01106	Q12824
P60709	Q04864
P29350	P84022
P37173	P61586
P26373	P40429
P28482	Q99941
Q86WV6	Q92985
P98170	Q15843
Q92993	Q9BWC9
Q13387	Q13625
P17948	P52797
O14917	Q9NRR5
O43809	P32322
P40145	Q16566
O00401	P42684
P04156	Q93070
Q9H1J5	Q9ULV1
P00533	P07437
O95602	Q9Y2S0
P00519	Q9UBS5
P68371	Q96NA2
P40225	P78552
P16403	P63104
P28482	Q13555
O43772	Q9H910
P30679	P32239
P07910	Q92620
P01130	Q8NBP7
P16104	Q14676
P31689	P35914
P49716	P53567
P16220	P27707
Q9H814	Q9UNZ2
P22694	Q32MK0
O43502	O43542
O15198	Q7LFL8
Q3MHD2	Q8NBJ4
P04637	Q9Y2A0
P28482	Q04771
O00483	P03886
Q01094	Q07820
P25054	Q01082
P02489	Q07817
O75643	P83876
O75618	P42574
P10914	P17693
O95271	Q9NWT6
P13232	P24394
Q16552	Q8NAC3
P30154	Q13936
P02776	P51677
P01106	Q9HAV7
P18031	P68400
O60296	Q99928
O60341	O95863
P35658	Q9UBU9
Q14197	Q9UJS0
P06734	Q04864
O00459	P29353
P0DJD0	P46060
O95467	Q96PN6
O60333	Q9Y3M8
Q8IUQ4	Q9HD26
P31946	Q9H1K1
Q9NYJ8	Q9UQL6
O60814	Q15291
Q96RT1	Q9UQ13
P19012	Q8TCX5
Q13310	Q58A45
P35749	P63267
O60674	P46094
Q92985	Q9Y4K3
O43318	P19525
P04626	P98077
P27708	P63104
P25054	Q9P267
Q8TDB6	Q9Y2X8
O14775	Q13698
P15336	P62136
O95433	P51816
Q8IYF3	Q93045
P52701	Q13535
Q02505	Q07654
P19012	Q8N6Y0
O14717	P51681
P02753	P02766
Q8WXI2	Q96NW7
P07437	Q13748
P08581	Q9H201
O60603	P08670
O43353	Q15654
O14964	P84022
P08575	P41240
P21709	Q8N5V2
P27361	Q9C0H2
P34969	Q9HAV0
406953	P07996
Q96B26	Q9Y2L1
P62879	Q9NQ66
Q15428	Q92841
P08047	P46695
O60673	P04637
P40616	Q9Y5J5
P62834	Q7LDG7
Q06587	Q93009
P25685	Q9Y4P8
O15379	Q96EK4
O75970	P57087
P43627	Q06124
P62805	Q9BZK7
P13725	P14784
P01562	Q5VWK5
O43676	Q9P0J0
407026	P02461
O14576	Q16637
P24941	Q8NHZ8
O14678	Q15121
P24043	P53708
P82933	Q9NZQ3
Q13285	Q9NPJ4
Q16630	Q9BSL1
Q9H1A4	Q9UJX5
Q14197	Q3SY69
P04626	P14923
P30153	Q9UKE5
O14775	P84996
P05556	P17252
P01225	P21728
P32881	Q99665
P10275	P30613
Q14584	Q16543
P27448	P61981
A6NHA9	P32121
P01562	P16471
O75822	P20042
P12757	P30260
Q13352	Q9NWY4
P62873	Q16539
P18146	Q05193
O15287	Q9NW38
P01106	Q9H300
P10828	Q9UHV7
O60258	P35916
P12109	P16070
O75306	O75489
P25490	Q9C086
P38405	Q8NH92
O15287	Q8N6K7
Q13315	Q8TDI0
P21333	P63252
P51784	P60520
P62993	Q9UM73
O60353	P09471
Q86TJ2	Q92830
O95049	P56880
O00501	Q8N7P3
407028	O75610
P37198	Q8WYP5
P31751	Q12778
O95816	Q00005
P62158	Q9HD67
P52701	P55036
P78545	Q01844
O94966	P27824
P38159	Q14103
P01106	P50213
P27482	Q8N5S9
P61353	Q15843
P39023	P98175
P46108	Q9UPX8
Q15910	Q9Y6Q9
P10914	P41217
P42575	P62993
Q99728	Q9BX63
O00141	Q96PU5
P18850	P49768
P04183	P04217
Q6NXE6	Q9BUV8
Q96DI7	Q9UHV9
P51684	P78423
P19838	P33681
O15524	P18146
Q12840	Q13526
P42575	P78560
P35626	Q8NGR2
P10145	P32246
O75400	Q96GM5
O95405	P62140
Q01081	Q15287
P07288	Q16695
O75019	P08637
O75569	Q9Y5X3
P05187	P63165
O60936	Q9NVF9
P42345	P49815
O00571	P25942
P35268	Q9UNX3
P13612	P61224
407051	Q13127
O94782	P0CG47
Q14596	Q9NP79
P01106	Q02978
P61812	Q9H2X3
Q04637	Q12933
O15111	P14373
O15355	P61247
P15692	P35916
P19320	Q13797
P25963	P78527
O75376	P35228
P56179	Q13315
P01106	Q9ULX6
P31749	P62987
Q92917	Q9BQA1
Q13330	Q16665
P04003	P0C0L5
P03891	P17568
P35222	Q12913
Q13261	Q9HBE4
P40225	Q99665
P19022	Q15256
P24468	P37231
P07942	Q13683
O95467	Q13639
Q8N371	Q99447
Q13315	Q9NRN7
Q13435	Q9UKV8
Q8WZA2	Q9UQ26
P50613	Q03181
P36873	Q9Y243
P41235	Q9H6P5
O14788	O75448
P50406	P63092
407021	Q9Y6K1
P29460	P48357
P23141	P58062
Q9UGN5	Q9UL18
O60739	P05198
O75914	P53667
P62714	Q86US8
Q8NHQ1	Q96BR9
P25024	Q9H2A7
P63104	Q9BYG5
P22681	Q8WYR1
P21731	P50148
P22392	P61626
P42677	P62854
P18084	Q8IZC6
O95999	Q12933
Q96KM6	Q9BXP8
O00264	Q9Y4K3
P40424	P49639
O43610	Q07889
P31431	P49023
P10244	P14635
P32121	P35372
P17535	Q9HBE5
P12004	P13051
P62140	Q10570
P07437	Q96KQ4
P27694	P49643
407026	P25490
O60684	P39687
P01106	P51571
O00238	Q6KF10
P63104	Q8N3V7
P01562	P19838
Q13535	Q9UHY8
O75030	P04628
P19447	Q01094
O00141	Q15118
O14508	P42701
O00182	P35222
O75528	Q9NRF9
Q16520	Q9NR55
Q13464	Q99816
O60934	Q9UER7
P04275	P10144
Q99567	Q9BW27
O60884	P84022
P82932	Q5T3J3
P04278	P08123
O75400	Q9NYV4
P05412	P15172
406885	P36897
P01889	P12004
P59998	P62993
O75604	Q7L4P6
P62330	Q9UHV9
P04083	Q13432
P26992	Q96RY5
O14777	P30622
O15121	Q9UL03
Q99717	Q9H0M0
P00519	P49916
O60888	P23508
P30281	Q00534
P78344	Q14240
O15230	P16070
P53680	Q9UKW4
Q13315	Q96CN9
P53708	Q14315
P24385	P42772
P63151	Q8WXS5
Q9Y2M5	Q9Y383
O75821	Q16637
Q6UXH1	Q9H7E9
P06400	Q09028
P55157	Q92874
Q01844	Q92934
P78559	Q13315
Q96GE4	Q9BRX5
P18827	P21926
O14904	O75084
P31943	Q14103
P07942	P16070
P38405	Q8N148
O15169	P51681
P41252	Q99759
Q13191	Q9ULH1
P51610	Q9H8E8
P16871	P18206
P19419	P37840
P20366	Q6UXH1
Q9UDY2	Q9Y5I7
P50570	Q9UJU6
O60656	P41235
P06493	P33552
P20333	Q9UM54
P01106	Q15102
O15047	Q6UXN9
P08069	P22681
P23284	P40337
347745	P11021
P17301	Q16363
P20929	P25054
P04632	P31785
P17980	Q9UNM6
Q13098	Q9BXL7
P31939	Q9Y375
Q13322	Q99558
Q99459	Q9BXT8
P33991	P33992
P49840	Q9Y2T1
P21246	Q9UBS4
P54259	Q9Y4B4
P61981	Q96SB4
P61218	P62875
406881	P52926
P12956	Q96P48
P49238	Q99731
P51617	Q8NG27
O15350	P46934
O15265	Q16594
O14640	Q15257
P22681	Q9Y6Q6
Q7L5D6	Q92993
Q08945	Q96QV6
P16333	P51816
A5YKK6	Q9NZN8
P25789	P53350
P22612	P60510
P27695	Q96EB6
P04222	P24752
P16298	Q9UJX6
P14174	P30480
P20809	Q9UHF4
O00311	Q13111
Q8WUB8	Q969R5
O00144	O00755
Q8NFD5	Q8TAQ2
P42025	Q14203
P02768	Q9UPM8
Q96B97	Q9NR46
O75159	P23458
Q9BQD3	Q9H8S9
P56645	Q9UKB1
O15360	Q92922
P12757	Q16557
O43257	O95619
O75190	Q8IY92
P20337	P36897
Q9Y277	Q9Y2Q3
O76003	Q14164
P23508	Q9NR31
P28698	Q13952
Q13077	Q5VTD9
Q9H1J7	Q9UP38
P10301	Q13009
P02458	Q15582
P49207	P84098
P10415	Q07820
Q8WYP3	Q9Y4K3
P10912	Q9NSE2
P60880	P61266
Q01955	Q05397
O75791	Q13480
P46094	Q9H2A7
Q16635	Q99594
P29973	P62158
O75716	P49247
Q86V24	Q9Y478
P01148	Q9UQM7
P16403	P27348
O75592	P63104
Q01082	Q9NRI5
Q9C086	Q9ULG1
P21802	P42336
P51665	Q06323
P32121	Q8NGD3
P60660	Q02045
A0JLT2	Q96RN5
O00212	Q13153
P04183	Q12840
Q13107	Q53GS9
P05362	P15311
P62745	Q14CB8
P37173	Q13485
P51784	Q4VCS5
P09497	P63010
P61224	Q13094
P05387	P62910
P14784	P27986
P20333	Q02978
P61586	Q8NF50
O14543	Q14186
P50281	Q04206
P36941	Q06643
O95786	P10914
P17482	P21673
O15444	P51677
P00533	Q8WYR1
O60383	P50453
P30793	P68400
P27986	P49841
O43665	P19086
Q15390	Q9BVJ7
P25398	P62280
P41182	Q9NZC9
P08134	P52757
O95500	O95832
P46379	Q16891
P06239	P10966
P29350	Q9UKJ1
Q7Z434	Q96J02
P00403	Q07889
P41159	Q9HBE5
P04049	P19838
P01106	P80723
Q15797	Q9Y3M8
O75396	Q12981
Q13535	Q14980
Q13261	Q9GZX6
O95644	P49238
P38936	Q13619
Q9BZH6	Q9H0R8
Q8TB96	Q9H5J8
O43147	Q9HCC8
P17693	P26717
Q13557	Q14571
Q16143	Q96BT3
P26010	Q05397
P62805	Q14790
P04070	P05154
O15524	Q9Y4H2
O95163	Q9NYY3
P56524	Q12888
O15264	Q9Y4K3
P10275	P51948
Q9UDV6	Q9UHR5
Q96L91	Q9H2F5
P78509	Q13797
Q9Y3D0	Q9Y5J5
O60684	P30793
O60232	Q9Y262
P68363	Q96RT7
O15444	P32246
O75306	O75380
Q13509	Q16637
P14416	P63218
P22234	P51116
P23396	P62701
P50454	Q15714
P49792	Q92621
P00749	P05154
Q13625	Q6ZUJ8
Q8N2H9	Q99558
O95711	Q9Y6Y9
O43707	P05106
P04049	Q04206
P62263	Q96JC1
O15534	Q49AN0
Q13418	Q7RTX8
P23284	Q9UET6
P18077	P61513
P61160	Q9UKE5
P49959	P78527
P56880	Q8N7P3
P40337	Q96AG4
P62256	Q9Y577
P04899	P28221
P19838	P50750
P0CG48	P98177
Q13257	Q6XUX3
Q07890	Q8NF50
P21817	P62942
P33176	Q99459
406979	P43354
O95983	P01137
P11142	Q9UNE7
Q7Z412	Q9UMX1
P21673	Q6PI98
P24928	Q9NZC7
P27635	P62829
Q8IY92	Q9UL63
P38398	Q16594
O43524	P27361
P52803	Q9UF33
P62826	P68104
P46937	Q9Y297
P52272	Q13247
P17301	P20908
O95782	P62993
P49815	Q9BPZ7
P14598	Q9Y2W2
Q08174	Q6VMQ6
Q8IYD8	Q9BXW9
O75940	Q01844
Q13573	Q9HCS7
O43439	P01106
P20823	P31946
P27361	Q06546
P63000	Q9ULL4
P15172	P19793
P26368	Q15365
P41159	P48551
P17302	Q9BQE3
O95347	Q13535
P05161	P46934
Q07889	Q8IWW6
P98175	Q92917
P01111	Q04206
P05771	Q13224
O14641	Q969G9
P00533	Q15147
P01889	P55786
P22694	Q96BA8
P16220	P56179
P31946	Q5TCX8
P12111	P18084
P20333	P63261
P10809	P62993
A5YKK6	P02768
P61353	Q8WZA2
P16333	Q9UMN6
O14610	P21554
P31947	Q5EBL8
P41235	P49116
O95484	Q96AP7
P26992	Q9HBE4
O75444	P48436
Q9UKS6	Q9ULH1
P07437	Q86UA6
O00716	Q96GM5
P11021	Q00005
O43592	P62826
O75886	O95630
P22090	P62979
64397	P25054
P13725	P31785
P43403	Q07889
P08631	Q08881
O00471	Q8TEK3
O00410	Q7Z6M2
P04637	Q9ULZ3
O14576	Q9H6R7
Q38SD2	Q8N9P6
Q01970	Q9BYG5
Q92917	Q9BRX9
P42338	Q06124
P06400	P21980
O14717	Q9ULG6
Q14240	Q53EL6
P01876	P02654
P46734	Q9NQU5
Q9HC98	Q9P035
P26992	P46108
P04150	P51532
O60271	P53350
P11229	Q5JWF2
P25116	Q9UK08
P31273	Q03164
Q13418	Q9NVI1
O43318	Q99836
P13236	Q04206
P05412	P37173
P63104	Q14152
P01579	P15260
P62745	Q9NZN5
P84103	Q92620
O15056	P00519
O15144	Q9BR76
P84095	Q53QZ3
P51825	Q03164
P78344	Q9BUB5
Q00887	Q5UIP0
P63000	Q7Z5H3
P62993	P98082
O95684	Q9UJ70
407018	Q13158
Q15465	Q99835
P19838	Q9UNN5
O43586	P00519
O75251	O95298
O14950	P35580
O95785	P18754
P18146	Q14244
O00193	P19387
P47897	Q9BPY3
P68371	Q9NRI5
O15111	Q86VP1
O00499	Q8TB24
Q13573	Q969G3
O15360	P27986
P46109	Q06124
O60739	P10599
Q96CW9	Q9HBW1
Q13619	Q15291
P30304	P50613
P25208	P56524
P46781	Q6XUX3
P02794	P04150
O15162	Q16625
Q14451	Q9H814
P0C869	Q03113
Q13332	Q15286
O95782	Q13191
Q07812	Q5TC12
O95819	P23246
Q13573	Q96P70
P55209	Q92793
P45984	Q02750
P38405	Q8NGK3
P62987	Q86WV6
P60953	Q9UKI2
Q13546	Q92985
P53350	Q13573
P56537	Q9HB71
P08047	Q99988
O94762	O95402
P21281	Q9Y6Q1
P06493	Q9UIV1
P31947	Q9H1Y0
P60520	P63104
P27986	P63215
P27658	Q53G59
P63279	Q6VMQ6
P35222	Q15233
P51170	Q8N668
O95644	Q04206
P12277	P19838
P62256	Q8NA82
P48551	Q13007
Q15287	Q8WUQ7
P38405	Q8NGX0
P10415	Q969Q6
Q9NRG4	Q9NZI8
P31943	Q13151
P10244	P20248
P09619	Q96B97
P98175	Q9BWF3
P50570	Q9Y5X1
P34969	P63215
Q01081	Q92620
P20333	P62269
P52565	Q01844
P30504	Q13526
P0CG48	P31946
P56748	P56750
Q05655	Q8WYR1
P62891	Q92901
P17612	Q68CJ9
Q13557	Q9UKV0
P82673	Q14197
Q8NFM4	Q9UQM7
O00221	P62158
P27348	Q9NRR5
Q8TEY5	Q96BA8
P30511	P43630
P45983	Q16539
P15498	P62993
P04222	P17812
P09467	P11142
P01241	Q9HBE5
P46379	Q8IZL8
Q14469	Q70Z53
P47914	P61513
P08908	Q99500
P63279	Q92754
Q13671	Q15796
Q07157	Q96GC9
P14373	Q96B02
P84077	Q9P2G9
P30304	P49336
Q13485	Q8IZD4
P30480	P30520
Q13315	Q8N2W9
Q6ZU52	Q8IYF3
Q15475	Q99502
P15153	Q9BZ29
Q13315	Q5TAX3
P15498	Q15464
P06493	Q9UQ80
O75815	P00505
P56537	Q13438
Q5JWF2	Q9UBY5
P32302	P35626
Q92558	Q9NYB9
Q15750	Q9NZ63
P02778	P51679
P01569	Q9HBE5
P16234	P56693
P01584	P14778
P18084	Q13683
P49841	Q01844
P54253	Q8NEA9
P16070	Q01484
Q9NP55	Q9NRR5
P35637	Q15287
P10242	Q01094
O60262	P35372
P25025	P48061
P36897	Q6P3X3
P37088	P63279
Q99832	Q9UHD2
P61073	Q04900
Q16890	Q8IZ08
Q9NZD8	Q9UI14
P62899	Q15843
Q13233	Q9UM73
P49368	P60510
O00505	Q9GZX7
P36954	Q9BTT4
O00217	P17568
P39060	Q7Z6L1
Q07890	Q8N9B8
Q13418	Q9UBB4
P20333	P23396
Q5VTR2	Q99460
P68363	Q00005
P45985	Q9P2K8
P10809	Q15399
P35222	Q15796
P25789	Q969U7
P32418	Q01484
O95990	Q9BQ66
Q13936	Q9P2W3
O15530	P05129
P48051	P51817
Q15365	Q5SZQ8
O95292	P63027
P46776	P62888
Q13617	Q9NXV2
O75626	P62318
O14939	P43405
O14512	Q8IU57
P00505	P29372
P14635	P23511
O75964	Q9Y5J5
P01730	P07339
O14933	Q9ULV8
P20226	Q09472
P12956	P41220
P01569	P48357
P26006	Q16787
P01106	Q9BYC8
P01242	P10912
O43251	Q92731
P14778	P63000
O75582	Q9NVH1
P27987	P61289
Q9BRV8	Q9Y3A3
Q13573	Q53GS9
O00303	O75822
P05387	P61927
P26038	P30504
O95644	P29965
P42224	Q00978
P20936	Q02833
P35232	Q01094
P06241	Q9Y6W5
P42574	Q13233
P19367	Q14197
P06756	Q01955
Q15834	Q9UJ04
P13349	P41134
O43353	Q14790
O00254	P07477
P10398	P63104
P15408	P45984
P04637	Q96L91
P17612	P62158
O60381	P01106
O75533	O75940
Q04917	Q96F07
P62807	Q15291
Q13111	Q13315
P63098	Q9UIK4
P63098	Q9UJX4
Q8N5W9	Q96I34
P06870	P29622
P08648	P50552
Q15811	Q8TAQ2
Q07890	Q13683
P53778	Q8NER1
P13569	Q14669
P31946	P55916
P08172	P50148
P49841	Q13239
P02647	Q9Y6X4
406913	O00459
P18077	P62945
P01116	Q5VWQ8
O60266	P59768
P32121	Q8NH93
P62318	Q9UK45
P10275	P60484
O14641	O75084
P51684	Q99616
Q06124	Q15149
P14778	Q15628
P46934	P62979
P54289	Q13315
P48788	Q9HAU4
Q12788	Q9Y5X4
P55055	Q99750
P25788	Q9Y5K5
O95750	P17948
P26010	Q08043
P63165	Q14164
Q8WXI9	Q92769
Q08334	Q8IU57
P12931	Q9C0H9
O75643	O95400
P17947	P33076
P38405	Q8NGN1
O43557	P36941
P29590	Q92793
O60716	P55196
Q16531	Q96BN2
P08238	Q9BUB5
Q5T3J3	Q9BWV1
P42224	Q01082
O95782	Q9H0H5
O95467	Q9P2W3
Q8TBB1	Q9Y3Q8
O00231	Q13432
Q6IBS0	Q8IUD2
P62736	Q13191
O15156	O75791
P61587	Q9H0H5
P25025	P35626
O95140	Q16611
P22105	Q13797
P27361	Q05682
O15182	Q13432
P06241	Q8N3X1
O14733	Q13573
Q15075	Q9UL26
O43278	Q04756
P00533	Q13546
P11047	Q71F23
Q00839	Q13315
A8K6C2	Q9UHF4
Q14160	Q9Y2X7
P62140	Q9BZL4
P28221	Q9UBU3
P08621	Q96EY1
P48454	Q9BS18
Q13796	Q9H2G2
Q01130	Q15365
O60477	Q14164
P08651	Q9P0L1
P33316	Q9UM82
P24941	Q15714
O75083	P62993
172	P03372
O15524	P06241
Q15853	Q9NQA5
406952	P15692
P22694	P30307
O94875	P42684
Q15361	Q15797
P05113	P48357
O95166	P60520
Q9UBI6	Q9Y272
O15264	Q13873
Q13191	Q14627
O95402	P19387
O00222	P63215
P15498	Q08881
Q9HD36	Q9UMX3
P20591	Q13885
P02774	Q5UIP0
P11142	Q8TDR0
P06401	Q92905
P51679	Q99616
P40337	Q12996
O75478	P61964
P17612	P61224
O60262	P48051
O75626	Q15306
A6NM45	Q9UDY2
P04626	Q7Z6G8
P26373	Q9UNX3
P13569	Q15599
P55795	Q8IWZ8
P62324	Q9UFF9
Q13547	Q9H160
P62249	P62269
Q15906	Q9NXR8
P19174	Q8TD86
P01100	P35228
P10914	P62979
P04183	Q6IE81
A7MCY6	O75147
Q2I0M4	Q8TDR0
O95747	Q9Y376
P34130	Q16620
P24522	Q9UJX2
Q71UI9	Q9UBN7
Q92956	Q9P2H0
P49238	P80162
O95072	Q96GD4
Q86XR7	Q99836
P10244	Q6MZP7
P63104	Q6WCQ1
O14610	P35462
P62993	Q9GZY6
P10275	P11308
P62136	Q5SWA1
O14593	Q9UBC1
P17301	P29400
P16104	Q9UBV8
P02768	P13646
P32302	Q9NRJ3
Q06265	Q14103
P15056	P24723
Q13950	Q6P1K2
P60953	Q14155
P05388	P50914
Q14469	Q9HB96
P46776	Q8WZA2
O43281	P62993
P18206	P62304
P52565	Q9NZI8
P49863	P61978
P22626	P52756
407025	Q00534
Q07812	Q9Y371
O15239	Q9Y6M9
O15357	Q8IV36
O60238	Q12982
Q14790	Q7LC44
P13747	Q8N743
Q14164	Q9Y4K3
P62910	P62917
Q8TAU3	Q99750
Q16236	Q9ULX9
Q14164	Q96CV9
O60925	Q9P2S5
P52565	Q16659
Q8IYI6	Q9UL45
P40189	P41159
O43765	Q8TCT8
Q13485	Q96KB5
O14920	P49407
P06400	Q99933
P16144	P48736
P17612	P53667
P34931	Q13217
P49841	Q9Y600
Q12772	Q92905
P08138	Q00994
P30153	Q9UBN1
P35914	Q15041
P20333	Q9NVI7
Q5VVX9	Q9C035
P26641	P48039
P26012	Q8IZC6
O00212	Q9BRR9
Q14186	Q15329
O14610	Q14416
P06213	P48736
O43674	O43676
P01350	P32239
574033	Q4LE39
P63104	Q8WZ42
P61956	P67870
P27482	Q96NX5
O14627	P36402
O14879	P09914
Q13315	Q5JSL3
P62136	Q13224
P16220	P78406
P05114	P22492
P12830	P35527
P62306	P62316
Q9UJ04	Q9Y2I6
P04350	Q13077
P24522	P38936
P06400	Q15022
P08865	P62857
O00151	P16871
P09919	P48357
P61106	Q9H1K0
P08138	P60953
P18621	P62750
P10145	P25025
P23508	Q8WXF1
O15169	P49674
P06493	P51610
P27986	Q13733
P17535	P35354
P20936	Q96EY1
P18146	Q63ZY3
P36873	Q8TD86
O76039	Q9H2G2
O14910	Q9UQB8
Q9BQ66	Q9H9D4
O75937	Q08211
Q9H3D4	Q9UPW6
P08047	Q01196
P17275	P20702
P62258	Q96GE4
P43146	Q6ZN44
O14827	P01112
Q13643	Q9BTD8
P01111	Q16204
P54792	Q05397
P25054	Q15172
P62140	Q02930
Q15306	Q86X55
P12931	Q14008
O15524	Q13617
P21817	P62993
P28340	Q9HCU8
P27361	P30154
Q9H2G2	Q9HCQ7
P08913	Q03113
P29597	P42336
O15198	Q8IZ52
P06899	Q93077
Q6SZW1	Q96A33
Q13485	Q13642
P05129	P09471
P11142	Q14005
O00232	Q9UNM6
Q09472	Q13625
O14492	P09619
O75582	Q12824
O95639	P62136
P20248	Q13416
Q13573	Q7Z3K3
Q96KJ9	Q9HC24
P62081	P62857
P62899	Q13573
P00533	P46934
P08908	P63218
P18847	P35638
P07711	P43629
P01889	Q13241
O15111	P68431
Q13469	Q92793
P05362	P0CG48
P04083	Q92796
Q16594	Q9HBM6
P63218	Q8NFM4
P46778	P62829
P12931	P23760
P00533	P52803
P09467	Q9UBU9
Q86TG7	Q96KM6
P17676	P45452
Q12983	Q92843
P18505	Q9H0R8
P63104	Q01813
P01116	Q99759
O43909	Q9HAU0
O15379	Q5QNW6
O60832	O95372
P05556	Q9Y6N6
O60885	P62993
P52294	Q16695
O75478	Q12962
O14610	P45983
P21741	Q02543
O00217	O95139
P55157	Q14008
Q16594	Q9UHQ1
O00585	P25025
P62314	Q9UHI6
P04637	Q99816
P42858	Q92797
P04637	P04731
P10145	P32248
Q8N668	Q9UBI1
P31947	Q08AE8
P06241	Q13111
P08047	P15311
P46527	Q15139
P10071	Q9Y6M4
O43292	Q16478
Q13557	Q8NFM4
P10720	P51681
P52198	Q9BZ29
P23025	Q13535
P19793	Q9UHV7
P61160	Q07889
P03372	Q15717
O00574	P48061
P38159	P67809
P10070	P17612
P31152	P40763
P31946	Q96Q89
Q16625	Q9UDY2
Q15024	Q9NPD3
Q92908	Q9Y2Y9
P05129	P18031
Q07866	Q92905
P47870	Q15111
Q6IE81	Q9UNL4
P0CW26	Q8ND90
406892	P42345
Q05513	Q13546
O95163	Q9H9T3
Q13315	Q9H1E3
P30480	P54578
407018	P25054
O15055	P18146
P63261	Q04864
Q9NQB0	Q9UER7
O96019	Q9GZN1
P02768	Q16531
P61224	Q8TEU7
P52735	Q16695
P08590	P16871
P03372	P15291
P21796	Q9H3N1
P42768	P62993
P17301	Q07890
P61952	Q01668
Q9BQ87	Q9BZK7
P19012	Q5T5P2
Q13573	Q86U86
Q8IY92	Q9P015
O15520	P08581
P04271	Q92597
P63261	Q99962
Q92925	Q96GM5
P35269	Q99689
P09884	Q01094
O75925	P35398
P16520	P21917
P32121	P46094
P12235	P99999
P01106	Q17R98
P01571	Q04206
P14678	Q14204
P49674	Q9H6R7
P15311	P16070
P22301	Q9NNX6
P25398	P62847
P33992	P62805
P18146	Q9HCG7
O75369	P23229
P29597	P42226
P17301	P26006
Q99759	Q9Y230
P55157	Q9BX66
P32121	Q8NGK6
P30559	Q13698
P31947	Q9H1K1
P25445	P62834
O14879	P09913
O75508	Q96AP7
P24390	Q8N6T3
P06213	P10586
P29350	P69905
P63279	Q13432
P08133	P16104
P19532	Q9HB71
P31943	Q8IX12
O60359	P30153
P78362	Q8NAV1
P61244	Q13485
Q8TES7	Q9NWT6
P68104	Q9UKV8
P06493	Q16667
O60503	P62873
P01111	Q9NZT1
A7MCY6	Q9Y6K9
P53708	Q9HBI0
P60880	P61764
