#node1	node2
O15198	Q8IZ52
O00329	P08138
P26715	P29350
Q13188	Q92945
O15446	Q13315
P52597	Q8IX12
O75554	P42768
O43318	P19525
P05129	P17302
P17844	P40763
P10636	Q96RG2
Q6UWZ7	Q99708
P16471	P22681
P30511	P43627
P53778	Q8WZA2
O00329	P09693
Q96CG3	Q9H190
P46092	Q92583
P01303	P28566
O95400	Q9BUJ2
Q9NPA3	Q9UMX1
P01308	Q01101
O75578	P26006
P10242	Q13526
P13631	Q92819
P48454	Q92934
O95503	Q99496
P25024	Q07325
P18206	Q14781
P62877	Q15750
O95067	Q9NYG5
P42262	P51817
P27824	Q96HR8
P10275	P49715
Q96MF7	Q9NYB0
P04406	P28482
P55957	Q75N90
Q96CW1	Q96KG7
A8K8P3	P08727
P08670	Q13263
O75365	P39656
28938	Q14974
O60296	P31644
P62875	Q9NVU0
P27361	Q68DD2
P51116	Q15834
P07099	P33240
O95467	P41587
P56199	P60709
P08708	P62841
P61586	Q03113
Q7Z7J5	Q96AQ6
P61978	Q16629
P05067	P46459
O00459	P10828
P61026	Q9Y4K3
P20719	Q15672
P12980	P48378
P26951	Q969D9
P02545	Q05655
P34897	P56537
693120	O95477
O15111	Q12778
O15160	Q15572
O75365	Q9UBB4
P10721	P16871
P63000	Q15080
Q13315	Q9H3S7
Q13573	Q9H3U1
P35443	Q9UKX5
P22415	Q02880
P01112	P42336
P10914	Q13263
Q71DI3	Q9UJW3
Q9NV56	Q9Y4A5
O75807	Q16539
P61081	P62877
P26639	P62330
Q9P2I0	Q9UKF6
P18084	Q08043
Q02878	Q07020
P32302	Q99731
O95231	P07333
O95400	P07910
P0CG47	P22314
P52272	Q13573
O75569	Q9Y6M9
P29400	Q05397
Q7L591	Q92835
O43187	Q16543
Q8TEM1	Q99567
P10586	P98077
Q13748	Q9BZW7
P05014	Q99665
P30305	Q15323
P57058	P67775
P23508	Q9Y3A3
O75626	Q15306
O94817	Q9BQ66
P07766	P16333
O14980	P04406
O95782	Q06124
P18564	P25940
Q99880	Q9UBL3
Q13330	Q13547
P31946	Q9GZV5
Q03519	Q9Y3C7
P84095	Q07889
P35626	Q8NGN6
Q8N6T7	Q9UNN5
P29466	Q7Z434
P31749	Q15027
Q13315	Q96DT7
P13569	Q14669
P20273	Q96CW1
P08648	P12110
P07948	P55211
Q99942	Q9P055
Q15365	Q15714
Q01094	Q13889
406983	Q8WW38
Q86V59	Q8ND90
A0JLT2	Q96RN5
Q13315	Q5SW79
P67870	Q9BVJ6
Q5VTD9	Q8IXK0
P42566	Q9H2G2
O60934	P23497
Q07890	Q12929
P49815	Q8TDY2
P25440	Q9NPF5
26765	P04637
O00221	P31751
Q8N122	Q9UBS0
P01892	Q07444
Q9NQB0	Q9UER7
Q99942	Q9Y385
O60264	Q9UIG0
P36873	Q8IZS8
Q8IVA1	Q8WW01
P21453	P63096
O95363	Q14197
P08581	Q15147
P98175	Q8IWZ8
O95343	Q93098
P18146	Q9Y4C1
P61978	Q93062
Q09472	Q70SY1
P10145	P61073
Q07890	Q14644
O15264	P31751
P11229	P63215
P05129	Q9H492
Q13618	Q86VP6
O14508	Q99665
P01106	P09429
P07437	Q15653
P02778	P10914
P11801	Q13424
Q96BY2	Q9NS23
P21333	P49286
P07550	P12931
Q92558	Q9UQB8
P62070	Q9P212
P31751	P56279
Q8IU54	Q99062
P42677	P62263
P07237	Q14240
O75478	Q9H0E3
P13569	Q9UBY0
P45984	Q12968
P30050	P84098
P12814	Q9UI47
O15530	P42345
P52630	P67775
Q86TJ2	Q9Y4A5
P62140	Q13698
Q16659	Q6ZNG1
P53007	Q9HCK5
O75817	Q9BUL9
P98177	Q9UBE8
P52564	Q9Y6R4
Q14331	Q9HCG8
P04628	P34925
P07900	Q8TDR0
Q86WX3	Q96EB6
P60953	Q9Y473
P51532	Q9NQC7
P29459	Q8N6P7
Q14469	Q8IYD8
P07306	Q96G23
P41252	Q92844
P30050	P50914
O75419	Q92547
P98175	Q9UMS4
O60306	Q9BQA1
P19438	Q9NXW2
Q9GZQ8	Q9UBC3
P54105	P62314
O00418	Q9UGJ0
Q14671	Q9UFF9
P54253	Q9H0E2
P13637	Q13976
Q12933	Q5T124
P11234	P53779
P53667	P57058
O00303	P04222
O95433	Q8TD31
P78337	Q13562
P16333	Q9BXM0
P02766	P47897
O75581	P49840
Q15303	Q99961
P16471	Q9UBD9
O43505	O95461
P08151	Q9Y6M4
O43318	P63261
Q05086	Q6PJ69
C9JDP6	O95484
P26641	P36578
P48556	Q13200
P45985	P46108
P23511	P38398
Q16891	Q9H1I8
P12270	P52948
P52198	Q96QB1
P49848	Q16594
P78396	Q13347
P15104	Q9Y6X2
P11171	Q9NP97
O43169	P30480
P46781	Q9UL18
P63146	Q92541
O15520	Q15475
O75365	Q8N163
Q15185	Q9HBG4
P43246	Q13315
P06865	Q9UPT9
P52564	P63000
Q13368	Q13636
O95402	P81605
P30153	Q15759
O00459	P08631
O95251	P53350
P14653	P26367
P42336	Q8IUC6
P07900	P12931
Q15303	Q9H0M0
O43741	Q15831
Q9H6E5	Q9UKF6
Q9H4B7	Q9NY65
P13010	P38432
P27707	P48443
P52272	Q9UBN6
P27482	Q01064
P61224	Q9Y600
P51685	Q16663
O00505	P49407
P25025	Q92583
Q13362	Q96Q15
O75807	P56945
P14784	Q9NPH9
Q15303	Q9BTT6
O15357	Q13588
P60520	Q8WXU2
P21333	P26012
P01106	Q15011
P06241	Q9H204
O60232	P48643
P17676	P58166
Q70YC4	Q9GZM8
O75197	P19022
O76070	P17844
Q15834	Q8IYI6
P42766	P61313
O14717	P09661
Q14627	Q9NYY1
P11511	P58012
Q13261	Q9GZX6
P27482	Q14012
P49916	Q7Z2E3
O14827	Q9P2W3
P09237	P16070
Q06190	Q9UF02
P46940	Q9H0W8
P27348	Q9NSK0
O15372	P23508
Q13315	Q96SD1
P14618	P22612
407026	P02462
P35609	Q9UI47
P78352	Q05586
P10275	P27797
P84103	Q00839
Q15047	Q9H5F2
P09884	Q9UHY7
P27361	P29350
P17096	P17676
Q14164	Q9BXJ9
O95751	Q05516
O60306	O60828
O00459	P35790
P41159	Q8N6P7
Q93079	Q9BTM1
P04049	Q9UNS2
P54284	P63151
O14827	P22612
P62256	Q92905
P50607	Q92609
O15160	O76071
P46108	Q96D71
P08754	P32246
O43521	P45983
P02768	Q9C0F1
P07910	Q13435
P30153	Q9Y4K3
O75554	P08621
P30457	Q9BUP0
P78536	Q04721
Q07955	Q9UBU9
O15533	P01892
O15360	P51532
P14866	Q86V81
P60520	Q8WXX0
P06241	Q9H1R2
Q02108	Q02153
P30305	P31946
O95467	P50151
O15151	Q13315
P20809	P40189
P49815	Q96PY6
P0CG48	P35227
P0C5Z0	Q16778
Q14767	Q9UBX5
Q15041	Q9H0F7
Q9NPF5	Q9Y230
O95696	Q96KM6
P04085	P14616
P04637	Q9BUZ4
P00533	Q99558
P62993	Q9GZY6
Q13145	Q13467
P38405	Q8NH19
406991	O75695
P06756	P17301
Q14201	Q4VXU2
P52564	Q5S007
O00483	O95169
O60603	Q8IUC6
P45983	Q9UPT6
P07949	P42566
P35222	Q99697
O95059	Q9BUL9
Q14164	Q9H329
P24522	Q01085
P26447	Q13432
Q16206	Q8TC92
O60503	P63215
P10275	Q9H3R0
P61326	Q96BK5
O43301	Q92823
P20339	Q92738
Q15560	Q9H7U1
P42224	P45983
P61927	Q9UNX3
Q14590	Q9BPY3
P68036	Q6ZMZ0
O95347	Q8NEM0
P11802	P30304
P08648	P12814
P17252	Q15349
Q9UI36	Q9UJ70
P15248	P32927
O75038	Q16513
O00238	Q16539
P10275	Q9Y618
Q96HR3	Q9BWU1
P68431	Q14781
Q07890	Q92608
O14686	Q9UBL3
P06241	P20916
407044	Q13153
P07948	Q05397
P35626	Q8NGK5
P18146	Q9Y6K9
P21283	Q96G23
P35916	P48736
P29350	Q99062
Q969S8	Q99878
P27986	Q9H222
P08579	Q9UKE5
407025	Q00534
O00167	Q15475
O76094	Q13573
Q07960	Q9H4E5
P46778	P62750
P06454	P06493
P12111	Q13797
O15164	Q13263
P60953	Q9P107
Q01780	Q99459
P61088	Q14527
Q13153	Q9HAV0
P43220	P63092
P11142	P11387
Q16849	Q9H254
Q9UN86	Q9UNL4
P22234	P30480
P34932	Q00613
9757	Q96KM6
Q70Z53	Q96N46
P22694	Q9HAV0
P27348	P98177
P00450	P27540
P60520	Q01813
P05154	Q7L5N1
O14733	O43318
O43679	Q13363
P60709	Q96A32
O15162	O95967
O60341	Q12873
P09619	Q07890
P27348	Q14814
Q03164	Q92793
Q13535	Q15382
P01106	Q9NSP4
P50914	P62829
P60763	Q9UIW2
P19525	P62140
P12830	P17252
P06241	Q9BZW8
P42766	P61513
P52798	Q9UF33
O00329	P46109
P46060	Q9Y478
Q13976	Q9Y210
P31431	Q01955
P48736	P49418
Q15759	Q9H257
Q12906	Q13573
O43734	Q99750
P56747	P56750
P19338	Q9Y6D6
P35498	P63218
O60266	P63092
P01111	P28482
O43143	Q8IWZ8
O60333	Q96QZ7
Q13573	Q8N684
P12956	Q8WU20
P11274	P46109
P20264	Q03135
P20226	Q9Y265
P06239	P15498
P24928	Q8TDG2
P01568	P16471
Q9H0E3	Q9Y6J9
O15479	P83731
P62263	Q9UKE5
P05783	Q06124
P23229	P26010
O00267	Q16643
Q6PEY2	Q96CW5
O75251	P17568
P26368	Q86XP3
P23527	Q96DB2
P35626	Q8NGM9
P31994	Q8NHJ6
P04049	Q99933
P09471	Q13698
Q13315	Q9Y2R4
O00232	P01241
P10415	Q01094
O75044	Q9Y6N7
P25054	Q8NF91
P62158	Q13557
P24385	Q00653
P00915	Q16659
O95295	Q16539
P08243	P54253
O15264	P62879
O60341	Q92769
P62993	Q04759
P01106	P61073
P25787	Q13177
P07359	P42338
O43353	P53778
P29466	Q13153
Q13123	Q96N46
Q13118	Q96KM6
P19320	Q15080
P26715	P30511
P81605	Q13418
O00459	P52333
P30480	Q9NPD3
P53672	P53674
P53680	Q00610
P51610	Q92560
O14733	Q9NZJ5
P08621	Q9Y3C5
O14788	P53350
P60709	Q9HBI1
P00387	P99999
O14654	O15524
P01569	P42701
O95872	Q6UVK1
O75369	P46108
P49815	P62258
P55211	Q96P09
P36578	Q02543
O75563	P36897
P33764	Q92796
P42226	Q7KZF4
Q6P1L8	Q9UKE5
Q13287	Q14765
O15520	P22607
P11802	P37840
P06241	P11912
P16070	Q9NZN5
P13805	Q12873
P21796	Q13268
Q08945	Q9Y5B9
O00144	Q9GZT5
Q96QU8	Q9HAW0
Q96JC9	Q9Y230
P20339	Q9H223
P22607	Q00987
P15880	P62081
Q14204	Q9BUF5
Q12967	Q13393
P23396	P62993
P30048	Q96S38
P17302	Q13748
P98177	Q15759
P42338	Q99490
O60262	P35609
O60885	Q96EP1
P46531	Q04864
P05231	P40189
P05164	Q01196
Q00005	Q13162
P00533	Q06124
Q07912	Q9Y5X1
Q08945	Q92832
Q9H981	Q9H9F9
Q10586	Q12857
O95424	Q8NBJ4
Q9H8W4	Q9UKG1
P56192	Q9Y478
P62310	Q13769
P78536	Q99466
Q00987	Q9BQE3
Q7LFL8	Q99717
O14827	P51817
P51610	Q99877
P37198	Q13123
P01106	P18669
O14654	P19174
P01241	P56537
O60739	P41091
O43390	P62993
P31751	P56278
P15863	P50221
Q04206	Q15370
O95685	Q16816
B1A4H9	P10912
O60282	Q8IXI2
P17301	Q8WYR1
O75569	Q14558
Q8TBB1	Q9BQD3
Q13616	Q96EF6
Q6QNY0	Q6QNY1
P35580	Q13233
P45983	Q9Y2U5
Q04771	Q6P3X3
P52948	Q99567
P13501	P51684
O60936	P68400
P42229	Q8WXH5
P13639	P54725
406905	P61296
P22612	Q9UGJ0
Q13153	Q15052
P26583	Q99684
P10276	Q99933
P22612	Q15746
Q16637	Q5UIP0
P08754	Q08828
P10415	P35638
P04637	Q96GM8
Q8IY92	Q9GZU8
P05129	P62258
O43683	P53350
P17947	P49715
P06899	P51965
P04637	P78543
P17301	P22694
P08727	Q9NYB9
O75899	Q99963
P23508	P52907
P61244	Q16665
Q9BRT8	Q9P003
P01106	Q00653
P10301	P20936
P01589	P05231
P04035	P54619
P62993	Q9Y2R2
407018	P28676
P38405	Q8NGF6
P14635	Q16254
Q12778	Q13131
P48454	Q9H1A4
O15105	Q99717
O95259	P62158
Q16531	Q8TEB1
P00533	Q9NRA1
O15226	P41182
P23497	Q8TAD8
P01243	P08134
P27986	Q9Y6X6
P19878	Q02556
693210	Q16288
O75528	Q9NR33
P04792	Q13573
P61254	P62906
P22314	Q9Y385
P10070	P17612
Q07890	Q8N264
P29317	Q9Y264
P33240	Q10570
P07910	P63279
P01568	P10912
O14879	P09914
P53803	Q9HCS7
Q13114	Q96FW1
P61981	Q9UQB8
Q15648	Q9NWA0
P16671	P37231
P11802	P50613
P04745	Q7Z4T9
P06493	Q13952
P08183	P23511
O95751	Q9NY61
Q8NHZ8	Q9UJX6
O60832	O95372
O15379	P58876
P50238	P54257
Q96D15	Q9UMX1
P42830	P46094
P12931	Q02156
A7E2Y1	Q9P2M7
P51809	P52594
P40933	Q01344
P36873	P62136
P31751	Q00653
P17706	Q14974
P46108	Q13683
442900	Q99835
Q15306	Q9P1W9
P30046	P30480
Q13315	Q8N3X1
P22736	Q09472
P27348	Q7Z401
Q96SB4	Q9NX58
A0JLT2	P19387
P14923	Q9HCS4
O95989	Q08345
Q99962	Q9ULV8
O43464	Q13075
Q13873	Q7Z5Y6
Q96P20	Q9HC29
P03950	P51864
P23246	Q9NZC7
P35520	Q8IV36
P01112	P15056
O15105	P01375
P49454	Q9GZM8
Q96PU5	Q9Y4G8
P62330	Q9UI26
P62266	Q00005
P06753	P21796
P56706	Q8N474
O94927	P41220
Q6ZNA4	Q96B02
Q13332	Q99689
P16104	P29401
P67775	Q9BX67
P26951	Q86WN2
O75192	O96011
P17301	Q92752
P46782	P62701
O43306	Q8TD86
P0CG48	Q96QV6
O95371	P35626
P58004	Q06830
P05230	P68400
P48169	P60520
Q96S52	Q9H490
Q13202	Q15759
O95373	Q15628
P50613	Q9HB71
P60709	Q13352
P07333	Q92915
P63173	P83731
P00750	P05787
Q9GZM8	Q9NS73
P40763	Q04206
O60684	Q96CN9
P58876	Q9BY41
P11047	P13612
P62745	Q07890
P49758	Q9NPF5
O43557	Q06643
P42336	Q8TCU6
P32881	Q9HBE5
Q969D9	Q99665
Q13469	Q14814
Q5D862	Q9UL18
P26373	Q00653
P16871	Q9UJU6
P62979	Q07820
O00459	P22455
P37268	Q149N8
P10276	Q15648
Q92730	Q9BZ29
O43809	Q9UHD1
Q86XI6	Q93100
P67775	Q01668
P54756	Q8N5V2
O95997	Q9UJX4
Q13315	Q6PKG0
A8MTJ3	P16499
P35240	Q13188
P60709	Q9Y5K5
P50502	Q9Y478
Q9H1R3	Q9NQU5
P06241	Q06418
P26232	P35609
O00716	Q6STE5
P31751	Q99941
P01566	P26951
Q13554	Q9NZT1
407027	O15226
Q8NF91	Q9UL18
O14807	O43157
O00329	Q07889
P59768	Q9UBS5
P16619	P51685
O14654	P00533
O43586	P39023
406886	P01111
Q96D09	Q99728
Q99755	Q9ULU8
O43353	Q9H173
O95267	P40337
P62070	Q14644
P40337	Q14197
O75886	P23458
P37231	Q9BX66
P62308	Q16637
Q13480	Q16827
P06400	Q00534
P63261	Q9UKX3
O15379	Q15466
P05386	P62913
O43908	P30443
P30968	P63096
Q99466	Q9NZ42
O43543	O75771
P25067	P62805
P18146	Q13686
O75554	P23246
P23229	P48509
P28222	P59768
P12757	Q8WUA8
Q13330	Q13352
P56178	Q9Y5V3
P20702	Q02447
P23229	P78509
P55199	Q13315
A6NIT4	Q08334
P68431	Q9Y4C1
P33778	Q16777
O75582	P18848
P22670	Q15797
P01112	P20936
O15111	O75688
Q9H0R8	Q9NX00
Q71SY5	Q9NWA0
P35998	P62979
P31153	Q9Y4K3
P01574	P15336
Q6NZ67	Q96CW5
A6NI73	P08637
O43497	Q13224
Q01844	Q9Y2I6
P61201	Q9GZT8
Q9NWA0	Q9P086
Q9H3S1	Q9Y4D7
P40616	Q9HAW0
P23297	P25815
P08047	P25490
P51685	P55773
P16118	P27361
P13686	Q05516
P14678	P62304
O14576	P20073
P01111	P08754
O95500	Q96AP7
Q01970	Q05655
P01889	Q14697
P15391	P42336
P10275	P11142
Q00005	Q14525
Q14161	Q9NR80
Q04771	Q13873
P29353	Q14289
P02775	Q09019
P68402	Q9BZL4
P18847	P22607
P06213	Q06124
P16104	Q9BY41
O15245	P08047
Q12933	Q9UKE5
P01106	Q7L5A8
A8K6C2	Q9HC73
A8MTJ3	Q8TE23
P24864	Q9UJX5
Q8TCU4	Q96KG7
Q5VTD9	Q7L4P6
O43172	Q01081
P21333	Q9Y6K9
O60840	Q9UQM7
P62256	Q9C035
Q09028	Q12830
Q13315	Q14592
P18564	Q9UQP3
P67809	Q07021
P51617	Q9NPH3
P51784	Q12788
P78330	P84090
Q969T9	Q9UH03
P08069	P41240
O15245	P41235
Q96EZ8	Q9Y3C0
P14316	P25774
P09958	Q9H8Y8
P27361	Q15256
O95347	Q15003
Q96DF8	Q96N46
O14497	Q9UJX2
O95500	Q9Y5I7
P26012	Q9UQP3
P16471	Q86WN2
P36873	Q9UD71
Q06265	Q9Y2L1
O75533	Q10586
O14920	Q13748
P19838	P35580
P35499	Q96RT1
P01137	Q14103
O95782	Q15149
P53350	Q6PGQ7
P02675	P38936
P13501	P61073
O60341	Q99250
P51692	Q15303
O43251	Q93062
P18507	P54257
P63208	Q16526
Q13177	Q99436
Q8IWV7	Q9NXU5
Q8N474	Q9ULW2
Q13535	Q5U3C3
Q8IZP0	Q9Y6W5
O95782	P46940
P62753	Q00005
Q96N46	Q9UQ35
P49768	Q9Y4K3
Q96GE4	Q9BVW5
P19235	Q9UBD9
O94805	Q13315
P08670	P15090
O14939	P11233
P18084	Q14315
Q92769	Q9BTC8
P00747	P01024
P15927	P22674
O15085	P62745
Q8N163	Q99759
P35626	Q6IEV9
P00505	P01241
P16220	Q86XF7
P34947	P46094
P01579	P16871
P33176	Q9Y4G8
P10721	P15498
P06756	Q86YW0
P05388	P63173
P23443	P67775
P02766	P08670
Q92569	Q9Y259
P01106	Q12770
P78406	Q9NRG9
P08581	Q92835
P54136	Q99558
P03886	Q9P0J0
Q06710	Q92911
P46782	P62280
P24394	Q8IZI9
P61927	P62899
P60709	P62269
P37840	Q13526
O75694	Q99459
P22894	P42830
O95793	Q02878
P23588	Q9UM73
P05023	P42338
O00744	O75581
O75448	Q93074
Q6AI39	Q96EV8
P48551	Q9GZX6
P40937	Q13432
P62879	Q9BPY3
Q86XL3	Q96KM6
P00519	Q13588
P50579	Q16254
P61513	P62888
O94762	P30876
Q8NHQ1	Q9H9J2
P14921	P84022
P41594	Q96LZ3
Q16877	Q9Y478
Q16778	Q9UQL6
P57078	Q6Q0C0
P05014	Q01113
O00487	P62333
P49716	Q9H324
O14544	O60674
P42677	P46782
Q13573	Q9H0D6
P48061	Q6V1X1
O00231	P51665
Q13936	Q15172
Q15831	Q8N1F8
P01106	Q13485
P40337	P61088
P16333	Q86UR5
P00533	P27986
P18075	Q01094
P19174	Q08881
Q96MN2	Q9Y2Z0
Q00005	Q13188
P32927	P42336
O95067	P21333
P25024	Q16627
O95398	P62070
O60763	Q99459
Q15075	Q9Y265
Q99717	Q9H0M0
O14512	Q14141
O14530	Q16891
O43390	Q01130
P61254	Q02878
407021	Q00534
O94874	P49662
Q15287	Q16630
P02787	P04350
O95863	Q9NRM7
P00533	P20936
P25788	Q9Y244
P02671	P08514
P07359	P16109
O00238	Q9H4E5
P23229	Q9Y6N6
A6NIT4	Q13261
P52701	Q9UIF7
Q01081	Q13435
P17676	Q16548
O15264	P00558
Q96A33	Q9Y5J5
P61956	Q9UHY7
P62195	Q15008
P19012	Q6ZU52
O43353	Q4G148
P48723	Q9NRR5
P01344	Q16665
Q8TBZ2	Q99417
P28072	Q9Y244
Q92561	Q9UNP9
Q53HV7	Q93062
Q96A08	Q96QV6
O75365	Q8WUM4
O15379	Q16665
P62258	Q00613
P13688	P31997
O14965	Q9NQS7
P48357	P62993
Q5VVX9	Q7Z419
O00273	P23508
Q3ZCQ8	Q9H173
P35580	Q99759
Q08495	Q86YD1
P20290	Q13315
O00167	Q93062
P52429	Q9BZD4
Q12872	Q13535
P07948	P46934
O00635	Q02556
P26599	P51991
O60716	P63000
O15444	P51686
Q13352	Q9P2H0
P38405	Q8NGT9
Q07325	Q14653
P04222	P62158
P56279	Q13137
P63104	Q7Z401
P47897	Q9BPY3
O15111	Q01201
Q8IWX8	Q8WUA2
P32969	P61513
P09681	P48546
Q13416	Q9UJX2
O15511	Q8WUW1
O14757	P30307
P07900	P15172
Q66LE6	Q9NPF5
P22455	P48736
P05412	P15408
P01857	P08729
Q13368	Q67FW5
P02792	P02794
P39023	P62899
Q00005	Q02413
O60674	P13725
P31749	Q07352
P35544	P62701
Q9Y5J5	Q9Y5Y2
Q6IBS0	Q9BW60
P42262	P46459
P19438	P62333
O75531	Q96RT1
P24844	P36873
P23528	Q16659
Q9BTC0	Q9H0M0
P36894	P43026
P13727	P17947
P06899	P16104
P62495	Q9H1J1
Q14457	Q9H4I3
P16234	P52797
Q12834	Q9UJX2
Q71U36	Q9H7E9
P52757	Q9H4E5
P23508	P26639
Q86SE5	Q92530
P55210	Q13233
P10827	P51946
P15509	Q9NYY1
P30480	Q9H9A6
Q8IUQ4	Q9Y2X8
P19447	P51948
P0C1H6	Q8IUE6
P05093	P40424
O43318	Q9Y265
O76071	Q8TEX9
O75665	Q9P2H0
Q08828	Q13554
Q5VTD9	Q76G19
P35749	P60660
O75365	Q9Y6D6
P40763	Q13131
P07099	Q9Y261
O00178	Q99459
P43080	Q02846
P08107	P32745
Q92834	Q96KN7
P02763	P17676
P07333	P08620
Q14802	Q16659
P01571	P40238
P39023	P62633
Q02447	Q92819
O75369	P05161
P23229	Q17RW2
O15239	P03901
P26006	Q9Y490
P04637	P41182
P04150	Q71SY5
Q9P0P0	Q9Y2X8
Q02241	Q16537
Q13227	Q15466
P09525	P16104
P01241	P49720
P01130	Q92793
P15056	P24723
P51784	Q15831
O75665	Q13352
P17612	P35498
406988	P15692
P19793	P67870
O75159	P00533
P08514	P49023
Q15796	Q9NRL2
O60315	P84022
P29350	Q99665
P16144	P78509
406928	Q15596
P00533	P04406
Q13573	Q9NVI1
O75746	Q9Y5J5
Q01844	Q9Y676
P22681	P46108
P84022	Q13627
O43150	P06241
Q13237	Q68CJ9
P30466	Q07444
O15047	P06899
P04899	Q99750
O00198	Q07820
O43261	Q92993
P63104	Q9HBL0
P78527	Q99759
P35626	Q14416
Q07889	Q9BRR9
P04275	P18564
O76064	P62837
Q14197	Q9NYY8
P18146	Q01581
O60508	Q16629
P41567	Q14152
P61077	Q13064
P41743	Q04759
P45983	Q9UQF2
A8MYU2	Q13936
P05121	Q12857
Q15014	Q9H0E9
P56545	Q9H171
P60709	Q9Y4K3
P51681	Q16594
Q12933	Q15398
Q15834	Q5VTD9
P54253	Q9C0B0
P06241	Q8WX92
Q08752	Q9HAU4
O60232	Q9Y262
Q6FHJ7	Q9H1J7
P63104	Q92934
Q13490	Q96B97
O14746	Q99814
P17542	Q16576
P18146	Q16772
Q13485	Q2M1K9
P02549	P48023
P63208	Q16589
P08575	P42768
P27348	P30305
Q15369	Q96G25
P56704	Q9H461
Q01970	Q9BYG5
P22415	Q15545
Q13683	Q16363
P05423	P53803
O60869	P19793
P38405	Q96R30
P48549	P63218
P56706	Q9H237
P07737	P16871
O15273	O15530
P17252	Q9GZT9
O95782	P42566
P05787	P08729
P08581	P23470
P11473	Q9H0R8
P00533	Q9NP95
Q8NFP7	Q9NS23
P51817	Q12879
O14493	Q9UDY2
P35626	Q8NGF3
P19387	Q9BTT4
O94805	P01106
P60709	Q00005
O15524	Q99683
Q8WUX9	Q9BY43
O75419	Q9BRT9
P50148	Q92997
P05771	P16220
P01241	P16471
P53355	Q13485
P18146	P49069
P01106	Q8TAD2
Q16620	Q92529
P06753	P56537
P17948	P21781
P23471	P41240
P06748	Q99558
P32298	P61073
P15812	P18146
P15927	Q9P2H0
P62993	Q8TB24
P31943	Q86V81
P49720	P63104
Q01094	Q92830
O60907	P62805
P01137	P17813
P18146	Q96J65
P05106	P35443
O14929	P49459
P04075	P61421
P21860	Q9ULV8
O15527	P07384
P15153	Q8N264
P21675	Q9HCU9
O43597	Q9BQ66
P39023	P62913
O75936	Q12988
O75081	P01106
Q00005	Q9NR30
P19532	P63173
Q9H8Y8	Q9NXV2
O60266	P17612
P61073	Q02447
574032	Q4LE39
P00167	Q9Y4K3
O95467	Q08462
P14672	Q9UGI9
Q8IWT3	Q9ULL4
Q14315	Q969Q1
P05120	P08311
P63000	Q9NYB9
P54253	Q99684
P42704	P60709
Q9UKW4	Q9Y6Q6
P24539	Q14197
P00325	P62258
P07766	Q13432
O15344	P68036
P02776	P10145
P08476	P17813
P23760	Q13263
P61011	Q99459
Q96BK5	Q96QV1
P07196	P62826
P11137	P18146
P13804	Q9Y478
O00339	P02751
P35637	Q14683
P62136	Q13698
Q06190	Q92736
P16471	P49069
P08047	Q03518
P30679	P32239
O43927	P06241
P61289	Q9H832
Q71U36	Q9UGJ1
O94921	Q9HCE7
P17676	P63165
P62829	P62945
P62993	P78524
Q05513	Q8TAA9
P56537	P63244
P62136	Q9UQK1
P11274	Q9ULV8
O95715	P46094
Q92535	Q9BRB3
O00273	P61981
P42338	Q13393
P20908	P26010
P05113	P38484
O95168	P03905
P47869	P60520
P07948	P32927
O43586	Q99996
O15264	P63000
O43320	P22455
O75365	Q9UI26
A8MTJ3	O75916
O00222	Q9UK08
P17931	Q01196
O00470	P55854
P32121	Q99558
P37837	P56537
P58401	Q8N2Q7
Q15052	Q9NQU5
P17252	Q99973
Q9BQY4	Q9BRK4
P05026	P51817
O43918	P11388
P10145	Q16695
P09619	Q07889
P04629	Q99570
Q16254	Q99728
P21333	P32121
P62837	Q9UPQ4
O60739	P25787
P15924	P41279
O60840	P22694
Q8IY92	Q96HN2
P12830	P13010
O60232	Q9H0J4
P62807	Q9UKV0
P36873	Q9NP77
P55199	Q13535
P03372	P29353
P16410	Q96CW1
Q14164	Q9NPJ3
A1A4S6	P61587
O75832	Q15008
P01106	Q9BV86
P98170	Q15819
Q8N371	Q99447
P07910	P51116
P40337	Q15286
P49286	P50148
P16871	Q9NPH9
P04626	Q63HR2
P04198	P04637
O95758	Q99459
Q05655	Q07021
P01106	P62158
P12956	P27695
P08670	P10144
P36957	Q8TDM6
P04183	Q04724
O43734	P10914
Q6P1J9	Q9BRQ0
P35579	Q07890
Q9H5Q4	Q9Y5J5
P05423	Q9Y535
P51693	Q96GM8
Q99873	Q9Y5B0
P16871	Q9NPF7
P07333	P09603
P62249	Q14164
O95551	P63165
P35052	Q99075
P31785	Q13261
P42226	Q05513
P20226	Q13422
Q15121	Q9NVE7
P00533	P53675
P06241	Q13177
Q14203	Q15436
P46459	Q99459
Q9H9J2	Q9P283
O75038	P41743
P02768	P02790
Q15714	Q8IWA4
P49760	Q13535
O15198	P48556
P56746	Q96B33
P56545	Q13315
Q01094	Q9BXL8
P16520	Q00975
P04406	P48637
Q13315	Q8IY51
O15530	Q9H307
P14678	P62316
O75525	Q8IUQ4
P09661	P62330
Q7Z5R6	Q9Y4G6
P21246	Q13625
P35580	Q9UBN6
P35626	Q8NGK1
P32121	Q8NGZ9
P08631	Q9UI08
Q6P2C8	Q96HR3
Q71SY5	Q9NX70
P23508	Q8WUM4
O60733	P29992
P04637	Q15796
P46019	Q6ZSY5
O15553	P27348
O15230	P23229
O14627	Q99626
P31947	Q9UQL6
P12757	Q9UJ78
O75528	O75529
